territory_id,pair_id,reef_location,fish_id,fish_no,fertilizer_trt,total_length,standard_length,total_body_weight,gutted_body_weight,liver_weight,gonad_weight,sex,intestine_length,intestine_diameter_1,intestine_diameter_2,intestine_diameter_3,intestine_diameter_4,intestine_diameter_5,intestine_diameter_6,intestine_diameter_7,intestine_diameter_8,intestine_diameter_9,intestine_diameter_10,mean_intestine_diameter,intestinal_surface_area,gut_fullness_index,gonadosomatic_index,hepatosomatic_index,body_condition_factor
7,D-Fringing,Fringing,4-Jul,4,N,11.2,8.4,36.6,33.6,0.0461,0.1727,M,23.8,0.2,0.2,0.3,0.3,0.2,0.3,0.4,0.3,0.3,0.3,0.28,41.87114689,8.277380952,0.513988095,0.137202381,2.391581633
36,C-Backreef,Backreef,36-1,1,Y,14.5,10.6,70.1,64.8,0.1281,0.3344,M,26.8,0.3,0.2,0.4,0.3,0.2,0.4,0.2,0.1,0.2,0.2,0.25,42.09734156,7.465277778,0.516049383,0.197685185,2.125548403
6,C-Fringing,Fringing,6-Jun,6,Y,10.4,7.9,26.8,25,0.0092,0.1323,M,17.5,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.18,19.79203372,6.634,0.5292,0.0368,2.222490897
13,G-Fringing,Fringing,13-4,4,Y,12.4,9.4,55.4,48.7,0.2184,0.2652,M,26.5,0.4,0.3,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.5,0.39,64.93672015,12.76468172,0.544558522,0.448459959,2.554252962
21,K-Fringing,Fringing,21-1,1,N,11.5,9,42.9,40,0.2207,0.2227,F,26.2,0.3,0.5,0.4,0.3,0.3,0.3,0.4,0.3,0.4,0.5,0.37,60.90919837,6.1415,0.55675,0.55175,2.63006493
32,A-Backreef,Backreef,32-3,3,Y,14.2,10.4,70.1,66.6,0.1973,0.372,M,37.6,0.2,0.3,0.3,0.4,0.2,0.2,0.3,0.4,0.2,0.3,0.28,66.14937491,4.40045045,0.558558559,0.296246246,2.325997245
33,B-Backreef,Backreef,33-3,3,Y,13.3,9.4,64.2,59.3,0.1092,0.3319,M,29.6,0.3,0.2,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,55.79468553,7.519224283,0.559696459,0.184148398,2.520575847
4,B-Fringing,Fringing,1-Apr,1,Y,13,10.2,53.3,50.8,0.1082,0.2851,M,24.4,0.5,0.2,0.3,0.4,0.3,0.2,0.3,0.3,0.3,0.3,0.31,47.52601366,4.147047244,0.561220472,0.212992126,2.312243969
15,H-Fringing,Fringing,15-1,1,N,12.5,9.5,45.4,41.4,0.352,0.2363,M,28.9,0.4,0.4,0.3,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.36,65.37025994,8.240821256,0.570772947,0.850241546,2.11968
10,E-Fringing,Fringing,6-Oct,6,Y,13.6,10.2,75.2,70.6,0.1772,0.4046,M,34.5,0.2,0.3,0.3,0.4,0.2,0.3,0.3,0.3,0.4,0.3,0.3,65.03096793,5.691501416,0.573087819,0.250991501,2.806648178
51,K-Backreef,Backreef,51-1,1,Y,13.2,9.6,67.5,61.4,0.465,0.352,F,40,0.3,0.4,0.4,0.2,0.3,0.4,0.3,0.4,0.4,0.5,0.36,90.47786842,8.604234528,0.573289902,0.75732899,2.66960236
7,D-Fringing,Fringing,3-Jul,3,N,12.2,8.9,48.7,45.4,0.076,0.2625,M,17.6,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.28,30.96353719,6.523127753,0.578193833,0.167400881,2.500209269
2,A-Fringing,Fringing,2-Feb,2,Y,12.5,9.5,55.5,51.7,0.1793,0.3041,M,20.5,0.2,0.3,0.2,0.4,0.4,0.3,0.3,0.4,0.3,0.4,0.32,41.21769562,6.415087041,0.588201161,0.346808511,2.64704
40,E-Backreef,Backreef,40-1,1,N,14.1,10.9,68.3,62.3,0.3337,0.3671,F,28.3,0.4,0.3,0.2,0.3,0.4,0.5,0.3,0.5,0.4,0.4,0.37,65.79123335,8.505939005,0.589245586,0.535634029,2.222443396
54,L-Backreef,Backreef,54-8,8,Y,13.2,10.2,60.4,52.2,0.4534,0.323,M,35.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.45,100.0911419,14.22145594,0.618773946,0.868582376,2.269596794
54,L-Backreef,Backreef,54-2,2,Y,12.5,9.6,58.8,50.3,0.3718,0.3161,F,34.5,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.51,110.5526455,15.53101392,0.628429424,0.73916501,2.57536
47,I-Backreef,Backreef,47-4,4,Y,13.6,10.7,71.4,67.2,0.3489,0.4226,F,34.1,0.4,0.4,0.5,0.2,0.3,0.4,0.5,0.3,0.5,0.4,0.39,83.5600814,5.101934524,0.628869048,0.519196429,2.671483818
4,B-Fringing,Fringing,3-Apr,3,Y,13.2,9.9,58.6,54,0.2885,0.3537,M,22.1,0.5,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.31,43.04610254,7.329259259,0.655,0.534259259,2.347858753
3,B-Fringing,Fringing,4-Mar,4,N,11.8,9,46.1,42.7,0.1161,0.2905,M,22.9,0.3,0.4,0.3,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.34,48.9208808,7.01030445,0.680327869,0.271896956,2.598853826
47,I-Backreef,Backreef,47-5,5,Y,15,11.6,83.3,75.8,0.4586,0.5214,M,35,0.4,0.5,0.2,0.3,0.4,0.3,0.4,0.5,0.6,0.6,0.42,92.36282402,8.601583113,0.687862797,0.605013193,2.245925926
50,J-Backreef,Backreef,50-1,1,Y,13.6,9.6,65.6,57.8,0.4478,0.4014,F,30.4,0.6,0.5,0.3,0.4,0.3,0.4,0.5,0.4,0.4,0.4,0.42,80.22371,12.02560554,0.694463668,0.774740484,2.297794118
59,O-Backreef,Backreef,59-1,1,N,13.2,9.9,58.8,52.4,0.3338,0.3641,F,30.6,0.4,0.3,0.4,0.4,0.3,0.4,0.5,0.5,0.3,0.4,0.39,74.98353346,10.88187023,0.694847328,0.637022901,2.278292568
32,A-Backreef,Backreef,32-4,4,Y,13.1,10.1,67.5,63.7,0.1404,0.4812,F,26.2,0.3,0.3,0.4,0.3,0.3,0.2,0.3,0.4,0.6,0.5,0.36,59.26300382,4.989638932,0.755416013,0.220408163,2.833515191
6,C-Fringing,Fringing,4-Jun,4,Y,12.5,9.1,46.1,43.6,0.063,0.3296,M,22.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.22,30.96353719,4.833486239,0.755963303,0.144495413,2.23232
45,H-Backreef,Backreef,45-1,1,N,13,9,61.2,55.5,0.4229,0.4255,F,21,0.2,0.3,0.4,0.3,0.2,0.3,0.3,0.2,0.3,0.4,0.29,38.26459852,8.741621622,0.766666667,0.761981982,2.526172053
12,F-Fringing,Fringing,1-Dec,1,N,12.5,9.5,52.2,45.7,0.2004,0.3645,M,29.6,0.2,0.3,0.3,0.4,0.3,0.4,0.3,0.3,0.3,0.4,0.32,59.51433123,12.98708972,0.797592998,0.438512035,2.33984
54,L-Backreef,Backreef,54-7,7,Y,13.5,10.4,71,62,0.4331,0.5028,F,36.5,0.3,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.56,128.4283077,13.0066129,0.810967742,0.698548387,2.519941066
7,D-Fringing,Fringing,1-Jul,1,N,12.6,9.5,49.7,46.1,0.0459,0.3775,M,38.8,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.32,78.01202877,6.890672451,0.818872017,0.099566161,2.304566741
54,L-Backreef,Backreef,54-3,3,Y,13,10.4,57,48.4,0.5102,0.4052,F,35.3,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.51,113.1161851,15.87727273,0.837190083,1.054132231,2.203004096
47,I-Backreef,Backreef,47-6,6,Y,13.6,10.8,65.2,59.2,0.4036,0.5007,F,25.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.33,53.08034948,8.607601351,0.845777027,0.681756757,2.353450031
24,L-Fringing,Fringing,24-2,2,Y,9.6,7,19.7,17.7,0.0546,0.1548,F,20.8,0.2,0.2,0.2,0.1,0.2,0.3,0.2,0.2,0.2,0.3,0.21,27.44495342,10.11638418,0.874576271,0.308474576,2.000596788
2,A-Fringing,Fringing,4-Feb,4,Y,12.9,9.9,52.6,49.6,0.0851,0.4381,M,20.5,0.4,0.5,0.3,0.4,0.3,0.2,0.3,0.4,0.3,0.3,0.34,43.79380159,4.993548387,0.883266129,0.171572581,2.310534968
43,G-Backreef,Backreef,43-1,1,N,14,10.1,64.4,56.1,0.2908,0.5006,F,30.3,0.4,0.3,0.4,0.4,0.3,0.4,0.5,0.5,0.3,0.4,0.39,74.24840077,13.38431373,0.892335116,0.518360071,2.044460641
4,B-Fringing,Fringing,2-Apr,2,Y,13,10.1,57.5,53,0.1189,0.4786,M,20.8,0.4,0.4,0.5,0.3,0.4,0.5,0.6,0.6,0.6,0.4,0.47,61.42441956,7.363207547,0.903018868,0.224339623,2.412380519
9,E-Fringing,Fringing,1-Sep,1,N,13.1,10,58.8,54.3,0.1459,0.4923,M,40.2,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.34,85.87857678,7.111970534,0.906629834,0.268692449,2.415382651
37,D-Backreef,Backreef,37-1,1,Y,13.2,10,60.8,55.7,0.3767,0.5249,F,30.1,0.3,0.3,0.2,0.3,0.4,0.4,0.3,0.2,0.3,0.3,0.3,56.73716332,7.537522442,0.942369838,0.676301616,2.421772825
25,M-Fringing,Fringing,25-1,1,Y,11.2,8.1,39.9,36,0.2282,0.344,F,21.9,0.2,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.28,38.5284923,9.243888889,0.955555556,0.633888889,2.562408892
6,C-Fringing,Fringing,2-Jun,2,Y,12,9,44.7,41.9,0.2018,0.437,M,27.3,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.28,48.02866849,5.157995227,1.042959427,0.481622912,2.424768519
6,C-Fringing,Fringing,3-Jun,3,Y,11.6,8.8,37.2,34.6,0.0406,0.3904,M,23.8,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.22,32.89875827,6.268786127,1.128323699,0.117341041,2.21667555
46,H-Backreef,Backreef,46-1,1,Y,12.3,9,57.9,52,0.2763,0.6017,F,24.6,0.5,0.3,0.5,0.6,0.6,0.5,0.4,0.4,0.4,0.4,0.46,71.10052494,9.657692308,1.157115385,0.531346154,2.794396375
33,B-Backreef,Backreef,33-1,1,Y,14.1,10.5,64.6,58,0.1052,0.679,F,34.9,0.3,0.4,0.5,0.5,0.5,0.4,0.4,0.6,0.2,0.5,0.43,94.2917619,10.02724138,1.170689655,0.18137931,2.069048427
3,B-Fringing,Fringing,3-Mar,3,N,12.2,9.2,54.9,51.2,0.1559,0.6227,F,35.1,0.4,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.3,66.16194128,5.705859375,1.216210938,0.304492188,2.819619263
20,J-Fringing,Fringing,20-1,1,Y,11.4,8.5,39.9,36.5,0.2647,0.446,F,24.4,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.4,0.25,38.32743037,7.367945205,1.221917808,0.72520548,2.463646034
22,K-Fringing,Fringing,22-1,1,Y,12.6,9.9,57.7,53.8,0.2303,0.6634,F,24.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,45.99291645,5.587918216,1.233085502,0.428066915,2.689494375
41,F-Backreef,Backreef,41-1,1,N,13.2,9,66.6,58,0.1996,0.7217,F,36.6,0.3,0.4,0.3,0.3,0.4,0.2,0.3,0.3,0.4,0.6,0.35,80.48760378,13.23913793,1.244310345,0.344137931,2.521774216
